StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,,,,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_4_TEXT,Q7_3_TEXT,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q16_1,Q16_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
10/28/2019 0:13,10/29/2019 9:23,IP Address,174.194.40.202,100,119400,TRUE,10/29/2019 9:23,R_WD4sqqbrEbpUepH,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,K-12 teacher,Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,70,I expect a double major with economics being one of my majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Neutral,Yes,Above-average competitive,Extremely competitive,I now feel it is less competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,7,10,8,9,8,A few times a month,2,4,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/29/2019 10:08,10/29/2019 10:13,IP Address,152.3.43.43,100,302,TRUE,10/29/2019 10:13,R_3k0ShVG7DMaoaTt,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Wall Street-type occupation,Consultant",I registered for this class not knowing it was Pass/Fail.,,,65,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,7,1,3,10,7,A few times a week,1,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/29/2019 11:22,10/29/2019 11:25,IP Address,152.3.43.41,100,192,TRUE,10/29/2019 11:25,R_6neHG7cI9RgV2XT,,,,Freshman,,May of,2023,,,Other—please describe.,took econ in high school but didn't get credit,"I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant",It made my decision easier.,,,75,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Neutral,Neutral,Neutral,Yes,Neutral,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",6,7,7,6,7,7,A few times a week,1,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/29/2019 12:23,10/29/2019 12:28,IP Address,152.3.43.45,100,289,TRUE,10/29/2019 12:28,R_3lFZv2lQ652XJS9,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am exploring potential interests.,,None of the above,It was crucial to my decision.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",10,8,0,3,3,6,A few times a month,2,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/27/2019 13:38,10/29/2019 14:45,IP Address,152.3.43.49,100,176837,TRUE,10/29/2019 14:45,R_3O0qW1hraUYUauO,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Academic or Researcher,Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It was crucial to my decision.,,,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Yes,Neutral,Yes,No,No,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",5,4,5,5,8,7,Daily,0,3,1,Other. Please explain:,some kind of leftisit economics classes would be pretty cool,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/29/2019 15:20,10/29/2019 15:26,IP Address,152.3.43.48,100,353,TRUE,10/29/2019 15:26,R_1KvxYEjEyTTtsSb,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,Other—please describe.,I thought it would be useful information to learn.,None of the above,I registered for this class not knowing it was Pass/Fail.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Neutral,Neutral,No,Neutral,Neutral,Neutral,Neutral,Average,Average,No change,No change,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",6,2,4,7,4,4,A few times a week,3,1,0,"No, it is irrelevant.",,Only my father received a college or university degree.,TRUE,Yes,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Female,Yes,
10/29/2019 18:17,10/29/2019 18:33,IP Address,152.3.43.41,100,962,TRUE,10/29/2019 18:33,R_RF6zGjqSiLNSSiJ,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,Neutral,Neutral,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Average,Above-average competitive,No change,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",9,10,7,3,6,6,A few times a week,1,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Male,Yes,
10/29/2019 18:31,10/29/2019 18:35,IP Address,152.3.43.47,100,256,TRUE,10/29/2019 18:35,R_2viVT1QNQe8AUdl,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Policy Analyst,Lawyer",It was crucial to my decision.,,,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,Neutral,No,Yes,No,No,Neutral,Yes,Yes,Yes,Extremely competitive,Average,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Optimal rate at which to switch telephone service providers",10,2,7,2,3,10,Daily,2,2,0,"Yes, it decreases my probability.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/30/2019 4:53,10/30/2019 4:58,IP Address,198.86.29.21,100,264,TRUE,10/30/2019 4:58,R_1rvIDvuwqSckcjl,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,30,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,No,Neutral,I'm not sure,No,Neutral,Neutral,I'm not sure,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",7,0,4,0,4,5,Daily,0,5,1,"No, it is irrelevant.",,Neither of my parents received a college or university degree.,FALSE,No,Black or African America (including Africa and Caribbean),Female,Yes,
10/30/2019 8:44,10/30/2019 8:45,IP Address,152.3.43.43,100,89,TRUE,10/30/2019 8:45,R_2zCvtVGImIRwdip,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,57,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Neutral,Yes,Neutral,No,Neutral,Neutral,Yes,Yes,Average,Below-average competitive,No change,I now feel it is less competitive,Asset pricing,4,6,3,5,7,7,A few times a week,3,2,1,"Yes, it increases my probability.",,Neither of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/30/2019 9:22,10/30/2019 9:27,IP Address,152.3.43.42,100,320,TRUE,10/30/2019 9:27,R_1fZ3ZavuTaBAQ8d,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,70,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",8,6,2,2,8,8,A few times a week,3,2,1,"No, it is irrelevant.",,Only my mother received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/30/2019 9:42,10/30/2019 9:48,IP Address,152.3.43.49,100,362,TRUE,10/30/2019 9:48,R_3EtLQaDIyane0MO,,,,Other—please describe.,MS Graduate - Continuing Student,May of,2030,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Policy Analyst,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Yes,Neutral,Neutral,Yes,Neutral,Neutral,Yes,Yes,Yes,Average,Average,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,6,3,7,3,4,Daily,1,3,1,Other. Please explain:,If anything a lean away from my political leanings would encourage me to help push the field.,Only my mother received a college or university degree.,TRUE,No,White (including Middle Eastern),Female,Yes,"Questions difficult to answer for non-traditional student.  (Not majoring or graduating)

"
10/30/2019 9:54,10/30/2019 10:02,IP Address,152.3.43.50,100,496,TRUE,10/30/2019 10:02,R_1ONrSh0FcRnwkxg,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,None of the above,It made my decision easier.,,,50,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,I'm not sure,I'm not sure,I'm not sure,Above-average competitive,Above-average competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,7,7,7,7,6,A few times a month,3,4,4,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/30/2019 10:03,10/30/2019 10:05,IP Address,152.3.43.42,100,156,TRUE,10/30/2019 10:05,R_27US9aPJ5M9BBu1,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,85,I expect a single major in economics,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",9,7,5,3,7,6,A few times a month,3,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/23/2019 22:12,10/30/2019 10:08,IP Address,152.3.43.49,100,561374,TRUE,10/30/2019 10:08,R_3nCTztpoOSZRJIk,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"K-12 teacher,Wall Street-type occupation,Policy Analyst,Consultant",It had no effect on my decision.,,,90,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,3,,,,5,5,No change,No change,Asset pricing,8,8,3,4,5,3,A few times a month,4,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,,
10/30/2019 12:23,10/30/2019 12:26,IP Address,152.3.43.50,100,214,TRUE,10/30/2019 12:26,R_9mJcNWCrfWrouVH,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Wall Street-type occupation,Policy Analyst,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.,Medical profession",It made my decision easier.,,,50,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",7,3,4,4,9,9,Daily,2,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/30/2019 20:50,10/30/2019 20:58,IP Address,152.3.43.43,100,474,TRUE,10/30/2019 20:58,R_1F9bz0jMoBbAVHd,,,,Freshman,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,100,I expect a single major in economics,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",8,6,7,10,8,9,A few times a week,3,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,"Asian (including Indian subcontinent and Philippines),White (including Middle Eastern)",Female,Yes,
10/23/2019 21:23,10/23/2019 21:24,IP Address,152.3.43.45,35,63,FALSE,10/30/2019 21:25,R_WvUTjZhngf4uTPX,,,,Freshman,,May of,2023,,,Other—please describe.,Took AP MACRO not MICRO,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst",It made my decision easier.,,,100,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2019 23:56,10/30/2019 23:59,IP Address,152.3.43.49,100,218,TRUE,10/30/2019 23:59,R_BzTOnOahSjrAqbv,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Medical profession",It had no effect on my decision.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",10,8,2,3,6,7,A few times a week,3,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
